id,name,host_id,host_name,room_type,price,minimum_nights,availability_365
29107536,Wangjing Black and white Monter Metro Wangjing Soho,196377840,Adventure apartment,Entire home/apt,396,1,361
29107709,Wangjing American ruralism near subway,196377840,Adventure apartment,Entire home/apt,396,1,363
29107753,Yanqing Yufu Shanlong Qingxia Free Breakfast Surrounded by Sex No. 6 of Shimodao Town  with pool ,171918245,Greatly hidden,Private room,3301,1,354
29107807,Chaoyang District New House Hardcover Apartment,26191889,Bamboo,Entire home/apt,208,29,0
29107957,Wangjing retro mermaid,196377840,Adventure apartment,Entire home/apt,396,1,178
29108533,Wangjing Ya Azigui near Metro Wangjing SOHO,196377840,Adventure apartment,Entire home/apt,396,1,362
29108654,Wangjing View Room Aerial Garden near Metro Wangjing SOHO,196377840,Adventure apartment,Entire home/apt,396,1,363
29108748,Wangjing View Room Aerial Terrace Near Subway,196377840,Adventure apartment,Entire home/apt,396,1,362
29108959,"Close to Nanluo Lane, Hain Shraihai Gulou, Linhuti, Warm Tatami Suite",216821000,3 mad,Entire home/apt,329,1,351
29109426,Music House New National Exhibition Capital Airport Central Fortune Xiangyun Town Shunyi International School After Sandy Sanya Loft Apartment Metro Line 15,216551817,Fangfang,Entire home/apt,886,1,355
29109516,Warm House next to Tiantong Metro and Central,216365334,Sunny,Entire home/apt,463,1,331
29110570,Front door 88,144706805,Unreasonable,Private room,2885,1,177
29110683,Riddle s gallery,25854231,Riddle,Private room,201,1,365
29110856,"Wangjing No. 14 Metro  Window of the World  Business Hotel Twin Room Near 798, Wangjing SOHO, Siemens Direct Bird s Nest Forest Park",217868287,Hirohiro,Entire home/apt,396,1,179
29111125, Car House  New National Exhibition   Capital Airport   Central Fortune Xiangyun Town   International School Roman Lake Exhibition Hijing Subway Line 15,216551817,Fangfang,Entire home/apt,886,1,174
29111228,Close to the Sihui Metro Sunshine Square Room,43175532,Gust,Private room,329,3,70
29111506,Comfort Born Eight Basin  Divide ,204329003,Chen Meze,Shared room,107,1,365
29111840, Siheyuan on the edge of the sea  50m   Drum Tower 300 meters   Gongwangfu   Nanluogluo Lane   Close Up 4,64255458,Junior,Entire home/apt,530,1,353
29111932, Walk to Tiananmen  Forbidden City front door big fence Deyun Society People Tenka Park Wangfujing Dong San fine decoration Loft elegant two,121225836,Morning stopp,Entire home/apt,1087,1,350
29111959,"Beijing South Railway Station, Tiananmen, Airport, Metro Line 4, Tiantan Hospital, Summer Palace, First Economic and Trade University, Public Welfare West Bridge Queen Rent",183675428,Xiaoyu,Entire home/apt,295,1,354
29112586,Super Lighthouse North Da Tsinghua Yuanmingyuan 5th Exit,106249147,Be,Private room,161,30,365
29112610, Spring Special   New York  Shuangjing Station 5 points   International Trade   Dawang Road SKP   Beijing Railway Station   Happy Valley   Can Business Reception  3  high end Community   luxury,217519451,Andy,Entire home/apt,604,1,352
29112612, Elegant feelings  301 hospital   Wukesong   Huaxi Live   Metro Line 1   Tiananmen   Forbidden City   Near Beijing West Railway Station   One residence 4 people,214535777,Charter,Entire home/apt,336,1,337
29112867,Universities in the university,205615997,warm,Private room,141,1,270
29113334,Beijing Wang Xiulan Folk Fresh Rice at the Fog Hills   Boutique Mountain View Rooms Near Fog Lingxi Peaks and Gu Beiwei,219396369,Xiulan,Private room,215,1,181
29113393,Lele,205615997,warm,Shared room,81,1,90
29113489,"    The door is in the river landscape Loft Queen Suite. There are mountains in the mountains, there are people in the mountains, near the district hospital, the commercial industry is complete",95688296,Warm dad,Entire home/apt,356,1,89
29113527,Chuanshu   CBD beauty   sunrise   near subway,110374970,Xiaochuan,Private room,322,1,80
29113625,    Chaoyang Gate   Galaxy SOHO   Sanlitun   Wangfujing   Directa Nanluogu Lane Light luxury,121225836,Morning stopp,Entire home/apt,691,1,328
29113995,Simple bed   quiet and convenient to provide temporary rest of Harbor   two cat rooms,213722267,Loyal,Private room,228,1,142
29115213," Special Apartment  Wangjing Center, SOHO, 798, convenient subway, independent bathroom, high end apartment master bedroom",159279291,Jayya,Private room,302,3,354
29115288,Industrial Body Rock Stadium,196377840,Adventure apartment,Entire home/apt,429,1,361
29115578," Bird s Nest  2  4 Persons Bird Chao East Apartment 2 4 people Lin Subway, foreign economic and trade university",219412970,steel,Private room,174,1,291
29116733, Silent. Jing B  full intelligence 100 inch projection Japanese and coupling tatami warm   national trade CBD   Sanlitun   Industry   Double well,148486932,Far away,Entire home/apt,429,1,358
29117059,Xiao Tangshan Hot Spring Vacation Casual Cleans Self resident House,219376709,Su Wenhui,Private room,483,1,0
29117142,Hidden alley   warm heartge,132778194,Feel,Private room,899,1,0
29117730,Near Miyun Reservoir exclusive Yishan Water Sunshine Layer 2 Boutique Villa,219427792,Lili,Entire home/apt,1282,1,178
29118279,Yi Zhuang Linken high end warm master bedroom traffic convenience home feel,219415043,years,Private room,268,1,46
29118347,"Victorian, Yixin, Beijing, Beijing, China",219430858,Fang Kai,Entire home/apt,879,1,364
29118443, Super projected watching movie   Jane 340  Liangxiang University City Subway Station Ziyue Table SweetBox   Loft,24714866,Miss Miss Jane,Entire home/apt,268,1,360
29118558,Business Travel Tang Ning One,72981485,Laurel,Private room,564,1,365
29118666,"9.  I wish I am good  Beijing Fuchengmen Fragrand Hospital, the two remedies of Financial Street",159447756,Jiajiale one store,Entire home/apt,537,1,91
29118839,Meng pet   4 6 9 500m National Library   Zoo Subway,219435219,Season,Private room,268,1,180
29119167,"Shahe subway sunshine full bed room, student couple parents come to Beijing travel utility room",217361215,Star,Private room,81,1,365
29119248,Metro Wangjing Station   Wangjing SOHO   798   House Girl Bed  CANDY SPACE ,198832247,Candy,Shared room,295,1,268
29119687,"Featured Chinese farmhouse, sunshine full bed room",217361215,Star,Private room,81,1,365
29120569,Sanlitun Industry Subridden Lake Metro Station 0 meters convenient two bedroom,121155419,Approach,Entire home/apt,356,1,169
29120687,"Shili River Japanese new breeze, independent single bed, is a Phone Number Hidden By Airbnb.",151828023,Jianhui,Private room,168,1,365
29120775," YOHOME  8 5 is close to East Zhigu Subway Station, close to the Impersonal Country of the Impersonal Miyong and Mikannu Lane, Sanlitun, Six Family Family",218740327,bright,Entire home/apt,557,1,348
29121346,798 art area can live in the home,219439878,Yan Chun,Entire home/apt,1503,1,180
29122366,"Student couple youth apartment, fashion quiet and clean",217361215,Star,Entire home/apt,81,1,365
29122770," First See   Poetry Picture  Shilihe Metro Station, Panjiayuan Hospital, ancient playing market, near joy Valley, Tiananmen, Wangfujing, International Trade, Dong San, Xidan",215860738,Delicate,Entire home/apt,658,1,365
29128454,Sanlitun Soho next door  Perfect location quiet big space independent room suitable for cooking   holiday   home office,28908532,Yulin,Private room,1597,1,90
29129209,Line 1 Yuquan Road Station has a room with separate toilet,97730477,Turtle,Private room,127,1,355
29130489," 2020 2 15 is available in the next time  Beijing old friend s home Guan Huayuan owners direct rent  no miscellaneous fees  three rooms, two bathrooms, one hall, one kitchen  can rent for rent",95952972,Zi Long,Shared room,81,30,180
29130848,Line 10 Metro Review Bird s Nest China is close to the hospital North Ying Beijing Normal University  4 big 2 small ,186023898,Apartment Villa Bed and Breakfast,Entire home/apt,429,1,365
29131059,10 Line 10 Subway Review Bird s Nest China is close to the hospital North Shadow North China Normal University  6 big 3 small ,186023898,Apartment Villa Bed and Breakfast,Entire home/apt,577,1,365
29132091,Shunyi National Exhibition   Capital Airport   Wangjing Business Circle   Northern European Shuangliu Loft Fruit Home MINI,162871239,Lzqyouyou,Private room,228,1,90
29132113,"Seeing the Morning Dynasty   Nearly Medium 2016 International Trade University Beijing Union University Bird Chao Wangjing, 5, 10 Line 5 Subway North Fourth Ring Hardcover Modern Simple So Home",173744186,Artistic,Entire home/apt,799,1,361
29132277, Elite Home  Dawang Road SKP   CBD Guomao   Shuangjing Baizi Bay   Tiananmen   Wangfujing   Next  Dawang Road Subway Station   SOHO,217519451,Andy,Entire home/apt,315,1,350
29132425,Seeing the Blue Toning   Nearby Bird s Nest Science and Technology Museum National Conference Center Line 15 Line 15 Nordic Wind Warm House,173744186,Artistic,Entire home/apt,497,1,360
29132978,Wangjing SOHO Central Beauty 798 Warm Painting Room,213939372,Surprise,Entire home/apt,396,1,365
29134609, Good House Special Wizhou  Sihui   Ci Yun Temple   Chaoyang Hospital   Comfort,159064202,Origami,Entire home/apt,403,1,84
29134697,Beijing South Railway Station   Tiantan   Tiananmen   Metro Yongdai 12,136347087,Xiaofang,Entire home/apt,577,1,354
29135987,Embassy District Warm Apartment,42639828,Horace,Private room,302,1,365
29136172,Sanlitun Chaoyang Park facing south sunshine master bedroom,20463913,Liu,Private room,389,1,355
29136727,Mini villa   Qinghe Shangdi Metro Station body Daqinghua North Dazi Mall Colorful City,208414494,Encounter,Entire home/apt,356,15,91
29137525,Gujing Town Longhu Great Wall Phase II Ocean,219569312,Rong,Entire home/apt,429,1,103
29137624,Building a national door high end apartment,219564022,Hill,Entire home/apt,577,1,0
29137675,Old landscape in the three ring,47132354,Be,Private room,148,1,65
29137966," North Shadow, North Hospital Third Hospital, Bird s Nest, Anzhen  Jiandemen Subway Warm master lying",29605408,Maggie,Private room,255,1,365
29138170,All A small building,74938348,foreign,Entire home/apt,59997,1,0
29139779,Old horse house,219474422,Rising,Private room,382,1,365
29140421,"The three bedroom and one hall Suite Ministry of Foreign Ministry Chaoyangmen Embassy District Yabao Road Research Institute Justice International Trade Sanlitun Industry World Trade Center Tianjie Subway No. 2, 6",182909291,Tom,Entire home/apt,1295,1,364
29140732,"Bird s Nest, North Medical Third Hospital, Anzhen, Jianhe Subway Warm Subway",29605408,Maggie,Private room,215,1,365
29142843,Double well window sunlight warm room     ,144242118,奕 博,Private room,255,1,361
29142948,Small level,216678086,Lihua,Entire home/apt,396,1,83
29142982,Cozy   Special APT  located in Sanlitun,167324029,Yi Haijun,Entire home/apt,389,1,287
29143495,Wangjing Bay Window View Sunshine House  Sore ,144242118,奕 博,Private room,255,1,363
29143741,Shuangjing Dynasty Nan Sun Comfort House  Near Metro,144242118,奕 博,Private room,188,1,361
29144059,Wan Runxuan  Dynasty Nanyang Taiwan King Room,144242118,奕 博,Private room,168,1,361
29144073,Guomao Double CDB superfocked night view Han Ou Weiming romantic home floor window arc balcony,206800298,Feel,Private room,255,1,88
29144293,Shili River Metro   Girl MINI King Bed Bed,105183617,Cola,Entire home/apt,101,1,346
29144699,Shuangjing Tianjiao Comfort Home,144242118,奕 博,Entire home/apt,819,1,359
29145117,Chongwenmen Palace Tiananmen Association Tongren Hospital Two bed rooms,149792380,Qx,Entire home/apt,530,1,59
29145274,"Panjiayuan Metro Station, near country trade, warm nest",219611735,Xinyu,Private room,168,7,0
29145456,"West Second Ring Road, Financial Street, West Second Ring Road, Mastead, Tea Street",101887168,Haining,Entire home/apt,168,1,16
29145970,Beijing Sanlitun Embassy Industry Unite Lake International Trade Deluxe Sanya Suite,184920002,Dannie.,Entire home/apt,1382,1,226
29146484,Beijing Yanqing Nanbei Shexia   The initial heart is attributed to the idyllic station to wake up childhood memory,218688287,Bright,Entire home/apt,3979,1,179
29146877,"798 Art District, Love House",219439878,Yan Chun,Private room,329,1,180
29147380,Beijing Yanqing Nanbei House   Naked Heart is attributed to the idyllic station,218688287,Bright,Entire home/apt,1577,1,180
29147429,798 Art District Sunshine King Room,219439878,Yan Chun,Private room,362,1,180
29148005,Shangdi Metro Station 10 minutes   Baidu Xiaomi is close at hand   five mouth line 13 subway straight to one stop,199608290,garden,Entire home/apt,463,1,170
29149023,Daimi and the little demon,71249483,Jade,Private room,215,1,90
29149063,"West Second Ring Road, West Second Ring Road, West Second Ring Road, West Second Ring Road, Subway Line 7 Zen Apartment",101887168,Haining,Entire home/apt,235,1,30
29149077,Walking Tiananmen Front Door Temple Temple Palace Metro 3 Minutes   Light,148353191,foreign,Entire home/apt,953,1,339
29149501,Beijing Railway Station 1512  New World Taihua Apartment New Zhongyu  The Forbidden City Wangfujing Dajie Benchus Street Snack Scenic Area is around the hospital ,209146946,Front,Entire home/apt,2885,1,357
29149801,"Beijing Third Ring Road Near Force Hospital, Headquarters Base, Liuliqiao Terminal, Beijing West Railway Station, Subway Exit Sunshine Comfort and High end Family Room, 24 hour Check in.",215372866,cocoa,Entire home/apt,295,1,192
29149890," Tianhe Yu  Xiangshan, eight major, plastic surgery hospital, Jingxi Hospital, Summer Palace Metro Line 6 LOFT new apartment  Can live 5 people",219649546,Chen Chen,Entire home/apt,456,1,362
29150386,International Trade New Apartment American Two bedroom Double Subway 2 minutes,148353191,foreign,Entire home/apt,617,1,352
29150423,"Line 8 No. 13 Huo Yingxin, Xisanqi back Longguan, Wangjing SOHO, Direct to Bird s Nest Ossen, S2 Line Light Badaling Great Wall, Children s Hospital",53382913,pony,Private room,201,1,359
29151173,"Villa 3 Metro Line 15 Shunyi Station, near Wangjing Airport National Exhibition Tsinghua Oisuse, Magno Square Villa, enjoy autumn hot spring barbecue table, hawthmimctar tree",75923688,Serena,Private room,852,1,181
29151353,Tiananmen Palace Guo Trade Shuangjing Metro Chinese House Three Room 2,148353191,foreign,Entire home/apt,778,1,348
29151717,"Villa 1 Subway Line 15 Shunyi Station, near Wangjing Airport National Exhibition Tsinghua Oisen, Magno Square Villa, enjoy the autumn hot spring barbecue table, hawthmimning tree",75923688,Serena,Private room,852,1,181
29152279,Serviced Apt Studio near temple of heaven  S,79786461,Shuo,Entire home/apt,631,1,180
29152308, North House  Barbie Princess House   Next Line 2 Gulou Metro   Sights Tiananmen Bell Drum Tower Hainan Gonggu Lane Yonghe Palace Bird Nest Front Door   Couple Preferred,206630219,Hirohiro,Entire home/apt,356,1,351
29152393," 1 minute to Subway   Smart TV  Triatrower Super Bedroom, Tiananmen Palace, Airport Light Rail, Nanluogu Lane, Houhai, Industry, San Street, Sanlitun",149772962,deer,Private room,248,1,25
29153565,"Modern flat  CBD w. skyline view, 1 min to subway",49549106,Oliver,Entire home/apt,396,2,0
29158081,Changyang Metro Black and White Key Home  Piano House ,219721389,Bright,Entire home/apt,416,1,365
29159229,Bird s Nest Water Cube Ossen Park Conference Center Beiyuan Home Subway can do rice double bed double bathroom 100 square meters two,184230719,Healthy,Entire home/apt,356,1,285
29159271,Teito cabin,72419722,Xueping,Private room,268,1,364
29159819,"Pearl River Oasis Home New House   Communication University Subway, Er External Comfort Queen Room Subway 20 40 minutes to Guomao, Wangfujing Immortal Palace Tiananmen",145537895,Weishan,Private room,168,5,90
29160506,      Loft Bird s Nest Water Cube Ossen Park Convention Center Beiyuan Metro Line 13,210619638,gem,Private room,255,10,350
29161051, International Trade Center 2  shooting   party   live experience   Guomao CBD Baipi Miyi Room,77281402,Kaimin tony,Entire home/apt,1000,1,332
29162370,Beijing American Style Villa  Orenda tribe certification ,214566448,Xiaobing,Entire home/apt,3597,1,86
29162515,Wooden fish          near the home,116779708,Kapher,Entire home/apt,2496,1,355
29162646,Parent child green  style  Xicheng   two ring 20 minute drive   Beijing West   Beijing South Railway Station   Tiananmen   front door   Forbidden City   Ma Lian Road   Children s Hospital   Tiantan,164104576,Julia,Entire home/apt,711,1,175
29163556,Popularity preferred   Simple love   Beijing West station sweet dreams   projection                  20 minutes West Single Zoo Tianwen Museum near Yuanmingyuan Summer Palace,164104576,Julia,Entire home/apt,611,1,180
29164120,Mini villa double bed room   Shangdi multi color city   Summer Palace Yuanmingsuan   Bird s Nest Water Cube   Tsinghua North Mandarin,208414494,Encounter,Entire home/apt,356,1,362
29164454,"Mini villa   Qinghe subway, colorful city body Daqing Huaibei Da   Yuanmingyuan",208414494,Encounter,Entire home/apt,356,1,81
29164511,"Huangcheng Morandi Second Ring Designer s convenient small apartment, walk to the back of the sea",101297823,CICI,Entire home/apt,201,5,71
29165715,"7   Sanlitun Taikuli east to the yellow secondary room C Sanlitun Soho, Industry, France Center, Sevantis, Embassy",199634850,Zhe,Private room,242,1,78
29165858,Neighboring Miyun Reservoir exclusive Yishan Water Sunshine Layer 2 Boutique Cottage,219427792,Lili,Entire home/apt,1295,1,178
29166181," Antish. Gold  Wangjing CBD, private secrets, high end apartment style homes, open space, high end apartment like",208372798,Red,Entire home/apt,1678,1,363
29166413,Lotus Park Home away from home room 1  Female Only,219787547,Gimma,Private room,148,2,148
29166976,Beijing is not only bombing collective accommodation group Jianxishankou Tianyang Valley Resort,191457140,Beijing more than a hobby,Private room,161,1,90
29168065,Warm nest,208488667,Book Rui,Private room,181,2,270
29168206," 1 minute to the subway   one hundred inch projection  Triar Balcony Super Bedroom, Tiananmen Palace, Airport Light Rail, Nanluogu Lane, Houhai, Industry, Yun Street, Sanlitun",149772962,deer,Private room,262,1,21
29168367,Nordic Twin Room under the Great Wall,103778973,Treasure,Private room,456,1,349
29168496, Spring Special   Manhattan Impression  301 Hospital   Armed Police Hospital   Huaxi Live   Metro Line 1   Tiananmen   Forbidden City   Baogie   Beijing West Railway Station   Family travel,214535777,Charter,Entire home/apt,631,1,361
29168620,Wangjing SOHO  Tengjing Cottage  Next  798 Warm Queen Room,217868287,Hirohiro,Entire home/apt,356,1,364
29169128,"Great Wall, hometown Suite  cooked ",103778973,Treasure,Entire home/apt,597,1,356
29169557,"Beijing Tongzhou District Pear Town, Tongqiao Subway Station, one bedroom, one bedroom, one bedroom, one bedroom, bathroom, sun bed room",219802362,Ryan,Entire home/apt,295,1,365
29169837," Huangcheng   Ink Green Forest  The all around mini Loft in the second ring, walk to the back of the sea",101297823,CICI,Entire home/apt,369,4,64
29171255, Xuan Zhai Court   Extra bedroom    Ossen Park   Bird s Nest   Water Cube   Metro Line 8 Linziqiao Station,219586500,Rival,Private room,242,1,91
29171353, Popular VIP Movie Room  Can Long Rental Kochun Road Subway 200m   Smart Door Lock Comfort Rocking Chair   Zhongguancun Five Dukkokans Northern Da Tsinghua Yuanmingyuan Summer Palace,147289732,Bunny,Entire home/apt,497,1,358
29172018," Two flavored forest  Super good set of homes, 6 floors opposite the Subway Joy City",64362530,Two,Entire home/apt,409,1,357
29172020,Long rent Railway is close to the subway sunshine independence,97781977,崽 is,Entire home/apt,262,1,0
29172650, Alley   Paddy in Design WARM HOUSE ,52826934,Lindle,Entire home/apt,591,1,355
29172925, Lemon Tree  lives in the Sanlitun s Xiangyu Room   Unity Lake Metro Station Walk to Taikuli Industry Near Country Trade Chaoyang Park,186534818,Xiaokun,Entire home/apt,490,1,124
29173488,"Take off  Take off at the center of the universe, sleep in a comfortable and comfortable small nest   10  off",58994342,Fay,Private room,221,2,34
29173944," Red Wine Sweet Heart , quiet, old building, Northern European, two bedroom   north south transparent   close to Sanlitun Guomao Joy City near Line 6, Airport",186534818,Xiaokun,Entire home/apt,483,30,78
29174280,Modern life of traditional Siheyuan near Financial Street,65062066,Liu jun,Private room,490,7,364
29174397,"The geographical location is super invincible  Comfort MOMA listing, the community is available in Cubbrick Bookstore, Broadway Movie Center, Cultural Facilities in Camland Hotel ...",132975381,At the,Private room,416,1,178
29174748,High end hotel apartments next to shopping malls and subway stations,84879382,Mufeng,Private room,101,1,0
29175021,120 square meters big second home 301 hospital South Gate walk three minutes Huaxi Live Wukesong Metro Station Tiananmen Palace Direct,135222407,Li,Entire home/apt,698,1,351
29175935,Haidian District G6   warm,219844834,Bribe,Entire home/apt,450,1,0
29176288,      Sanlitun Trendy Retro Sunshine Apartment,76877144,Convex convex,Entire home/apt,591,2,174
29177464,"Happy Valley International Trade, No. 7 Metro Road Baisiwan Beijing Tianjin Expressway convenient north south transparent small resort",155886615,Extra,Private room,369,3,0
29177505,Gubei Water Town Sugar Beans Bird Floral Landscape Double Wide Star,185479838,Tao,Entire home/apt,470,1,11
29177618,Beijing West Railway Station Qilizhuang 307 East Street Headquarters Base 301 Business Suite,163782602,Bin,Entire home/apt,497,1,0
29178382,"Happy Valley, Jiguan Road, Line 7, International Trade Beijing Tianjin Expressway, convenient north south, comfortable small restroom",155886615,Extra,Private room,282,3,0
29178629,Line 6 Materials College Tongzhou North Guan Station directly Daanmen 52,193156376,Happy,Entire home/apt,389,1,364
29179059,Line 6 Materials College Tongzhou North Guan Station directly Daanmen 51,193156376,Happy,Entire home/apt,389,1,359
29179466,"2, Wukesong, 301 Hospital, Armed Police Party, Luxury Cancer Hospital",167348146,I wish my three points.,Entire home/apt,470,1,365
29180536,120 square meters big two bedroom 301 hospital South Gate walk three minutes Huaxi Live Wukesong Metro Station Tiananmen Palace Direct,135222407,Li,Entire home/apt,698,10,365
29180557,Wangjing high end community clean  girl  bed 3 people bed   large living room,48328062,Pink,Shared room,94,1,91
29187655,"Ms. Shili River Japanese New Wheel, secondary.",151828023,Jianhui,Shared room,161,1,365
29187705,Serviced Apt Studio near temple of heaven  F,79786461,Shuo,Entire home/apt,731,1,365
29187947, Rin s Home  CHIC Series Falling Window Suite   798 Wangjing SOHO   TV Fruit Tape,21368153,Lin,Entire home/apt,382,1,349
29188816,ShuangJing Luxury Apartment,219854499,Cathy,Entire home/apt,503,1,0
29190131,Gubei Water Town Live Cottage,183464374,Mr,Entire home/apt,483,1,363
29190522," Idyllic Pastoral , a 120m2 leisurely, 15 minutes, Tiananmen, Wangfujing, Beijing Station   walk to the Guomang Sanlitu Taoll Index",186534818,Xiaokun,Entire home/apt,490,1,288
29190664,Baisi Bay CBD Star Girl Warehouse,219973469,ice,Entire home/apt,490,1,365
29192071, Xuan Zhai Court   Upper and Down    Ossen Park   Bird s Nest   Water Cube   Metro Line 8 Linziqiao Station,219586500,Rival,Shared room,121,1,91
29192250,HG1 double bed master lying                   ,24399335,Beijing short-term rental,Private room,248,15,336
29192362,Guomao Shili River Metro Independence Warm Studio Directive Northern Work Cancer Hospital,192965666,Hui Qing,Private room,255,1,363
29192528,"Double Subway Direct Media University, Wangfujing, Dong Shan, is clean and warm",54567869,Fishbone,Private room,396,1,321
29192593,HG2 lying with balcony                    ,24399335,Beijing short-term rental,Private room,181,15,276
29192759,Exquisite and clean two in house near the media University is close to the six lines of the eight pass lines Sanlitun Wangfujing Tiananmen is very close to the wake,54567869,Fishbone,Private room,456,1,320
29192772,Sanlitun Taikulum   Worker Stadium   Embassy   East Straight Door   Consulate   Liangmaqiao   Unity Lake Metro Luxury,97033655,Yacin,Entire home/apt,456,1,344
29192791,HG3 hardcover secondary lying                 ,24399335,Beijing short-term rental,Private room,181,15,326
29192799, Hong Hak 219 room  centralized apartment can take long term rent   5 Line 5 North Exit   10 Line 10 Huixin West Street South Exit   Foreign Trade   Bird s Nest,219988525,Super dust,Entire home/apt,503,3,259
29193002,HG4 whole rent                    Suit,24399335,Beijing short-term rental,Entire home/apt,651,15,259
29193390,Wool roll home   As long as girls can rent long term rent,219991435,Son,Private room,302,1,364
29193477,"Pearl River Oasis Home New Housing Offer  Walk 5 points to the Communication University, Er, Subway Station arrived in Guomao, Wangfujing Forbidden City Tiananmen",145537895,Weishan,Private room,255,5,136
29193893,Love nest,153227667,Ling Duo,Entire home/apt,148,1,0
29194758,Wild Valley View Bay,208237654,in,Private room,201,3,364
29195518,Wangfujing Street City is close to the Forbidden City Nanluoguxiang Jinbao Street private small school transportation very convenient to near the subway,86008760,Yi Heng,Entire home/apt,403,1,0
29195623,CBD International Trade Sanlitun Constant Wet Mediterranean Style Senior Landscape Apartment  Jinmao ,213494340,Sharu,Entire home/apt,597,1,364
29197180,Daxing gathering small courtyard,210093149,Jianan,Entire home/apt,1980,1,361
29197628, Flow Year  Line 6 subway port   landing big window   Countertra Chaoyang Joy City Blue Harbor Sanlitun Industry International Trade Direct to Nanchong 25 minutes Beijing Station,219585060,Honesty,Entire home/apt,570,1,305
29198135,"Old Kindergarten, New Renovated Suite",58944350,Xiaoyan,Private room,980,1,254
29198138,Jinsong Shuangjing Pan Home Business Circle Bed and Breakfast,220013455,青,Shared room,74,1,364
29198726,Firefly Sen   Sanlitun Taie Gori Green Green Lodge 16 minutes Daxie Tianshen Nanluoguxiang Shichahai Open Kitchen Sunshine,219585060,Honesty,Entire home/apt,570,1,266
29200167,Serviced Apt Studio near temple of heaven  V,79786461,Shuo,Entire home/apt,591,1,365
29200244,      Huangchenggen underwear Wangfujing Walking Forbidden City Tiananmen Shuangshi Warm Family Room Take you to experience the urban life of the old Beijing people to experience the anger of the Forbidden City,215518807,Wen T,Entire home/apt,597,1,111
29200910,"Beijing West Railway Station, next to 307 Hospital, super warm two bedroom",205453684,Dreamy,Entire home/apt,369,1,365
29201828,Serviced Apt Studio near temple of heaven  B,79786461,Shuo,Entire home/apt,631,1,365
29203119,"Each chamber 1621 Beijing South Railway Station, Metro 0 is uniform for the first time.",210214953,Xiao Xiao,Entire home/apt,329,1,361
29203268," Meet You  Palace, Enjoy special romantic big day",185758460,Horn,Private room,362,1,359
29203557,Lovely Modern Hutong Space 2min to Lama Temple,220043014,Yun.,Private room,329,2,91
29203825," Meet U  Rosegrey, Enjoy a wonderful vacation",185758460,Horn,Private room,436,1,362
29205114,Kikrainia Warehouse Apartment  Orenda tribe certification ,214566448,Xiaobing,Entire home/apt,2597,1,86
29205119, Genhe  Nanluogxiang   Houhai   Yin Street Old Beijing Sihe Hospital Elegant Square Room,93415975,Dean,Private room,1000,1,28
29205896,F leisurely living Rongjing East Street Metro Station Di Sheng West Road BDA International Square Open Software Park SME International Walk Box Ma Datsu Supermarket Exclusive Apartment,153699043,Hurry,Entire home/apt,228,1,171
29206300, Genhe  Nanluogxiang   Houhai   Yu Street Old Beijing Siheyuan Twin Room,93415975,Dean,Private room,799,1,28
29206490, Genhe  Nanluogxiang   Houhai   Yue Street Old Beijing Siheyuan Exquisite Queen Room,93415975,Dean,Private room,597,1,28
29206813, Genhe  Nanluogxiang   Houhai   Yu Street Old Beijing Siheyuan Warm Hems Room,93415975,Dean,Private room,403,1,28
29206854,"Sanlitun, Tai Tani, Linkao Apartment   Designers House   SINGLE ROOM",105143403,On,Private room,389,2,0
29207211,          Capital Airport New National Exhibition Metro Xiangyun Town  Five Star Quality  Book Hot View,220064462,Small meat,Entire home/apt,322,1,362
29207695,Line 10 Metro Remote Bird s Nest China is close to the hospital North Shadow North Normal University  2 big 1 small ,186023898,Apartment Villa Bed and Breakfast,Entire home/apt,329,1,91
29208482,Jin Song Guomao Circle Bed and Breakfast,220013455,青,Shared room,74,1,365
29216810,Terminal Peony Garden Girl Beds,177597436,My,Shared room,67,1,365
29216917,The sun palace subway zero distance landscape,96302176,Novel,Private room,188,1,365
29217270,Wangjing SOHO798 Art District  Jing Soul  Queen Room Metro Line 14 direct access to Beijing South Station Bird Nest Water Cube,217868287,Hirohiro,Entire home/apt,497,1,364
29217413,Beijing Changping District North Seven Lisheng Road Tiantongyuan Guanhua Court hardcover two bedroom,220135868,Angela,Entire home/apt,302,1,0
29217946,Mountain view room,203519246,Xiaofang,Entire home/apt,201,1,365
29218293,Baoxing Garden Beijing Single House,220142210,Qi,Private room,255,1,0
29219176,"Read   Nanshan Yanqing Longqing Gorge 8 people 2 rooms 2 halls 1 bathroom self service kitchen barbecue, bonfire housing",208943571,Rui Qing,Entire home/apt,597,1,177
29219266,Close to Sanyuan Bridge Metro International Exhibition Center East Zhigu Queen Room,57578167,Jeff,Private room,322,1,0
29219699,"Bird s nest, Ni Zhen Hospital, Puppet Theater, North Third Ring Road, Zhejiang Building, No. 8 Anhua Bridge Metro, No. 10 Napi City Metro, Bus Anzhen Bridge West",41021702,Bing,Entire home/apt,584,1,172
29220167,"Dried flower north European borsse room, 4 people can be available, 50m from the Unity Lake Metro Station, Sanlitun Business Circle, Walking",139019494,Heartless,Entire home/apt,591,5,312
29220253,Beijing Chaoyang Jinhai International can see the scenery of the scenery,219883890,Righteousness,Private room,134,1,364
29220366,Near Beijing West Railway Station Changyang Metro Station Sunshine Loft Big Two,220154987,Starry,Entire home/apt,336,2,365
29221432,Yanshi Line Daxi River Sunshine Warm Sanya,220154987,Starry,Entire home/apt,295,28,364
